indicator,area_name,area_code,area_type,year,period,numerator,measure,lower_confidence_interval,upper_confidence_interval,definition,data_source
Active travel to school,Angus,S12000041,Council area,2017,2017/18 school year,6394,56.29,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Angus,S12000041,Council area,2018,2018/19 school year,5967,56.38,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Angus,S12000041,Council area,2019,2019/20 school year,6834,54.65,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Angus,S12000041,Council area,2020,2020/21 school year,4597,57.72,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Angus,S12000041,Council area,2021,2021/22 school year,6005,56.83,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Dundee City,S12000042,Council area,2008,2008/09 school year,6392,56.3,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Dundee City,S12000042,Council area,2009,2009/10 school year,3882,57.22,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Dundee City,S12000042,Council area,2010,2010/11 school year,2847,54.61,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Dundee City,S12000042,Council area,2011,2011/12 school year,4796,54.84,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Dundee City,S12000042,Council area,2012,2012/13 school year,4329,51.83,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Dundee City,S12000042,Council area,2013,2013/14 school year,3941,56.8,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Dundee City,S12000042,Council area,2014,2014/15 school year,6848,56.88,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Dundee City,S12000042,Council area,2015,2015/16 school year,5008,52.64,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Dundee City,S12000042,Council area,2016,2016/17 school year,7169,52.81,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Dundee City,S12000042,Council area,2017,2017/18 school year,7432,52.96,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Dundee City,S12000042,Council area,2018,2018/19 school year,7401,53.24,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Dundee City,S12000042,Council area,2019,2019/20 school year,7257,54.32,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Dundee City,S12000042,Council area,2020,2020/21 school year,7067,53.31,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Dundee City,S12000042,Council area,2021,2021/22 school year,5413,49.1,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,East Dunbartonshire,S12000045,Council area,2008,2008/09 school year,0,0,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,East Dunbartonshire,S12000045,Council area,2009,2009/10 school year,5312,51.51,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,East Dunbartonshire,S12000045,Council area,2010,2010/11 school year,5461,49.65,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,East Dunbartonshire,S12000045,Council area,2011,2011/12 school year,1720,46.06,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,East Dunbartonshire,S12000045,Council area,2012,2012/13 school year,5599,47.54,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,East Dunbartonshire,S12000045,Council area,2013,2013/14 school year,4881,49.61,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,East Dunbartonshire,S12000045,Council area,2014,2014/15 school year,5593,52.21,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,East Dunbartonshire,S12000045,Council area,2015,2015/16 school year,3648,53.02,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,East Dunbartonshire,S12000045,Council area,2016,2016/17 school year,0,0,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,East Dunbartonshire,S12000045,Council area,2017,2017/18 school year,5738,47.42,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,East Dunbartonshire,S12000045,Council area,2018,2018/19 school year,6059,48.63,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,East Dunbartonshire,S12000045,Council area,2019,2019/20 school year,5735,48.56,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,East Dunbartonshire,S12000045,Council area,2020,2020/21 school year,3080,51.67,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,East Dunbartonshire,S12000045,Council area,2021,2021/22 school year,4103,50.14,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Fife,S12000047,Council area,2008,2008/09 school year,17627,49.07,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Fife,S12000047,Council area,2009,2009/10 school year,14156,44.82,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Fife,S12000047,Council area,2010,2010/11 school year,17822,47.3,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Fife,S12000047,Council area,2011,2011/12 school year,16944,47.39,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Fife,S12000047,Council area,2012,2012/13 school year,20628,49.53,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Fife,S12000047,Council area,2013,2013/14 school year,21452,50.37,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Fife,S12000047,Council area,2014,2014/15 school year,21542,49.62,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Fife,S12000047,Council area,2015,2015/16 school year,21087,48.67,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Fife,S12000047,Council area,2016,2016/17 school year,21277,48.66,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Fife,S12000047,Council area,2017,2017/18 school year,20769,49.24,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Fife,S12000047,Council area,2018,2018/19 school year,20223,48.21,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Fife,S12000047,Council area,2019,2019/20 school year,17944,44.58,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Fife,S12000047,Council area,2020,2020/21 school year,21998,51.69,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Fife,S12000047,Council area,2021,2021/22 school year,18278,47.6,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Perth & Kinross,S12000048,Council area,2008,2008/09 school year,4796,46.76,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Perth & Kinross,S12000048,Council area,2009,2009/10 school year,5585,47.24,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Perth & Kinross,S12000048,Council area,2010,2010/11 school year,6667,50.26,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Perth & Kinross,S12000048,Council area,2011,2011/12 school year,6519,49.64,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Perth & Kinross,S12000048,Council area,2012,2012/13 school year,7435,49.72,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Perth & Kinross,S12000048,Council area,2013,2013/14 school year,7528,49.5,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Perth & Kinross,S12000048,Council area,2014,2014/15 school year,7882,50.64,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Perth & Kinross,S12000048,Council area,2015,2015/16 school year,7801,50.12,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Perth & Kinross,S12000048,Council area,2016,2016/17 school year,5546,49.03,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Perth & Kinross,S12000048,Council area,2017,2017/18 school year,5626,47.58,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Perth & Kinross,S12000048,Council area,2018,2018/19 school year,4554,48.32,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Perth & Kinross,S12000048,Council area,2019,2019/20 school year,5415,47.19,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Perth & Kinross,S12000048,Council area,2020,2020/21 school year,6148,50.11,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Perth & Kinross,S12000048,Council area,2021,2021/22 school year,6555,50.59,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Glasgow City,S12000049,Council area,2008,2008/09 school year,19066,57.57,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Glasgow City,S12000049,Council area,2009,2009/10 school year,16356,54.13,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Glasgow City,S12000049,Council area,2010,2010/11 school year,14647,54.96,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Glasgow City,S12000049,Council area,2011,2011/12 school year,6258,55.24,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Glasgow City,S12000049,Council area,2012,2012/13 school year,10977,56.81,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Glasgow City,S12000049,Council area,2013,2013/14 school year,12825,55.4,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Glasgow City,S12000049,Council area,2014,2014/15 school year,8284,52.65,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Glasgow City,S12000049,Council area,2015,2015/16 school year,15966,55.57,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Glasgow City,S12000049,Council area,2016,2016/17 school year,12971,50.84,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Glasgow City,S12000049,Council area,2017,2017/18 school year,12194,52.24,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Glasgow City,S12000049,Council area,2018,2018/19 school year,16627,54.21,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Glasgow City,S12000049,Council area,2019,2019/20 school year,17579,53.31,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Glasgow City,S12000049,Council area,2020,2020/21 school year,16495,51.59,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Glasgow City,S12000049,Council area,2021,2021/22 school year,17460,54.16,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Lanarkshire,S12000050,Council area,2008,2008/09 school year,5646,51.21,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Lanarkshire,S12000050,Council area,2009,2009/10 school year,20945,48.52,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Lanarkshire,S12000050,Council area,2010,2010/11 school year,19392,45.72,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Lanarkshire,S12000050,Council area,2011,2011/12 school year,19673,45.38,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Lanarkshire,S12000050,Council area,2012,2012/13 school year,19831,45.76,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Lanarkshire,S12000050,Council area,2013,2013/14 school year,19968,46.34,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Lanarkshire,S12000050,Council area,2014,2014/15 school year,19784,46.38,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Lanarkshire,S12000050,Council area,2015,2015/16 school year,19333,46.58,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Lanarkshire,S12000050,Council area,2016,2016/17 school year,19488,45.75,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Lanarkshire,S12000050,Council area,2017,2017/18 school year,15910,44.17,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Lanarkshire,S12000050,Council area,2018,2018/19 school year,14458,43.67,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Lanarkshire,S12000050,Council area,2019,2019/20 school year,15597,42.93,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Lanarkshire,S12000050,Council area,2020,2020/21 school year,8833,42.25,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
